title,genres,release_date,budget,revenue,id
Star Wars: The Rise of Skywalker,"Adventure, Action, Science Fiction",2019-12-18,250000000,1074144248,181812
Into the Wild,"Adventure, Drama",2007-09-11,15000000,56255142,5915
Trainspotting,"Drama, Crime",1996-02-23,4000000,16491080,627
X-Men: The Last Stand,"Adventure, Action, Science Fiction, Thriller",2006-05-24,210000000,459359555,36668
The Wolverine,"Action, Science Fiction, Adventure, Fantasy",2013-07-23,120000000,415440673,76170
Hidden Figures,"Drama, History",2016-12-10,25000000,235956898,381284
Hancock,"Fantasy, Action",2008-07-01,150000000,629443428,8960
How to Train Your Dragon 2,"Fantasy, Action, Adventure, Animation, Comedy, Family",2014-06-05,145000000,621537519,82702
Mulan,"Animation, Family, Adventure",1998-06-18,90000000,304320254,10674
Snowpiercer,"Action, Science Fiction, Drama",2013-08-01,39200000,86758912,110415
Sonic the Hedgehog,"Action, Science Fiction, Comedy, Family",2020-02-12,85000000,319715683,454626
Independence Day,"Action, Adventure, Science Fiction",1996-06-25,75000000,817400891,602
Million Dollar Baby,Drama,2004-12-15,30000000,216763646,70
The Greatest Showman,Drama,2017-12-20,84000000,432844677,316029
Shazam!,"Action, Comedy, Fantasy",2019-03-29,80000000,366080049,287947
Fantastic Four,"Action, Adventure, Fantasy, Science Fiction",2005-06-29,100000000,333535934,9738
Aliens,"Action, Thriller, Science Fiction",1986-07-18,18500000,183316455,679
Tenet,"Action, Thriller, Science Fiction",2020-08-22,205000000,365304105,577922
Jojo Rabbit,"Comedy, War, Drama",2019-10-18,14000000,82468705,515001
District 9,Science Fiction,2009-08-05,30000000,210819611,17654
Howl's Moving Castle,"Fantasy, Animation, Adventure",2004-09-09,24000000,236049757,4935
Room,"Drama, Thriller",2015-10-16,13000000,35401758,264644
Home Alone 2: Lost in New York,"Comedy, Family, Adventure",1992-11-19,18000000,358994850,772
The Da Vinci Code,"Thriller, Mystery",2006-05-17,125000000,767820459,591
The Bourne Identity,"Action, Drama, Mystery, Thriller",2002-06-14,60000000,214034224,2501
The Twilight Saga: New Moon,"Adventure, Fantasy, Drama, Romance",2009-11-18,50000000,709827462,18239
Encanto,"Animation, Comedy, Family, Fantasy",2021-10-13,50000000,253000000,568124
Unbreakable,"Thriller, Drama, Mystery",2000-11-22,75000000,248118121,9741
Star Trek Into Darkness,"Action, Adventure, Science Fiction",2013-05-05,190000000,467365246,54138
The Batman,"Crime, Mystery, Thriller",2022-03-01,185000000,770945583,414906
A Bug's Life,"Adventure, Animation, Comedy, Family",1998-11-25,120000000,363258859,9487
xXx: Return of Xander Cage,"Action, Adventure, Crime",2017-01-13,85000000,346147658,47971
Cruella,"Comedy, Crime",2021-05-26,200000000,233503234,337404
Indiana Jones and the Temple of Doom,"Adventure, Action",1984-05-23,28000000,333000000,87
Watchmen,"Action, Mystery, Science Fiction",2009-03-04,130000000,185258983,13183
The Nightmare Before Christmas,"Fantasy, Animation, Family",1993-10-09,24000000,75634409,9479
Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",2021-09-01,150000000,432243292,566525
Alita: Battle Angel,"Action, Science Fiction, Adventure",2019-01-31,170000000,404980543,399579
Godzilla,"Action, Drama, Science Fiction",2014-05-14,160000000,529076069,124905
The Twilight Saga: Breaking Dawn - Part 2,"Adventure, Fantasy, Drama, Romance",2012-11-13,120000000,829747654,50620
The Pianist,"Drama, War",2002-09-17,35000000,120072577,423
Saw,"Horror, Mystery, Crime",2004-10-01,1200000,103911669,176
The Mummy,"Adventure, Action, Fantasy",1999-04-16,80000000,415885488,564
The Big Short,"Comedy, Drama",2015-12-11,28000000,133346506,318846
Shrek the Third,"Fantasy, Adventure, Animation, Comedy, Family",2007-05-17,160000000,813367380,810
Snatch,"Crime, Comedy",2000-09-01,10000000,83557872,107
We're the Millers,"Comedy, Crime",2013-08-07,37000000,269994119,138832
The Twilight Saga: Breaking Dawn - Part 1,"Adventure, Fantasy, Romance",2011-11-16,110000000,712171856,50619
The Twilight Saga: Eclipse,"Adventure, Fantasy, Drama, Romance",2010-06-23,68000000,698491347,24021
Elysium,"Science Fiction, Action, Drama, Thriller",2013-08-07,115000000,286140700,68724
Corpse Bride,"Romance, Fantasy, Animation",2005-09-12,40000000,118133252,3933
Mission: Impossible - Rogue Nation,"Action, Adventure",2015-07-23,150000000,682716636,177677
The Equalizer,"Thriller, Action, Crime",2014-09-24,55000000,192330738,156022
The King's Speech,"Drama, History",2010-11-26,15000000,414211549,45269
Ghostbusters,"Comedy, Fantasy",1984-06-08,30000000,296187079,620
The Hangover Part III,Comedy,2013-05-23,103000000,362000072,109439
Mission: Impossible,"Adventure, Action, Thriller",1996-05-22,80000000,457731198,954
Hotel Transylvania,"Animation, Comedy, Family, Fantasy",2012-09-20,85000000,358375603,76492
San Andreas,"Action, Drama, Thriller",2015-05-27,110000000,473990832,254128
War for the Planet of the Apes,"Drama, Science Fiction, War",2017-07-11,150000000,490719763,281338
It Chapter Two,"Horror, Fantasy",2019-09-04,79000000,473122525,474350
Annihilation,"Science Fiction, Horror",2018-02-22,40000000,43070915,300668
Minority Report,"Action, Thriller, Science Fiction, Mystery",2002-06-20,102000000,358372926,180
Dallas Buyers Club,"Drama, History",2013-11-01,5000000,55736588,152532
Doctor Strange in the Multiverse of Madness,"Fantasy, Action, Adventure",2022-05-04,200000000,955775804,453395
Transformers: Revenge of the Fallen,"Science Fiction, Action, Adventure",2009-06-19,200000000,836303693,8373
Jumanji: The Next Level,"Adventure, Comedy, Fantasy",2019-12-04,125000000,801693929,512200
Mean Girls,Comedy,2004-04-30,17000000,130126277,10625
Solo: A Star Wars Story,"Science Fiction, Adventure, Action",2018-05-15,250000000,392952373,348350
The Purge,"Science Fiction, Horror, Thriller",2013-05-31,3000000,89328627,158015
Terminator Genisys,"Science Fiction, Action, Thriller, Adventure",2015-06-23,155000000,440603537,87101
Lady Bird,"Drama, Comedy",2017-09-01,10000000,78966486,391713
Sicario,"Action, Crime, Thriller",2015-09-17,30000000,84872444,273481
Wonder Woman 1984,"Action, Adventure, Fantasy",2020-12-16,200000000,169601036,464052
Alien: Covenant,"Science Fiction, Horror, Mystery",2017-05-09,97000000,240891763,126889
Glass,"Thriller, Drama, Science Fiction",2019-01-16,20000000,246999039,450465
Oldboy,"Drama, Thriller, Mystery, Action",2003-11-21,3000000,15194593,670
About Time,"Drama, Romance, Fantasy",2013-09-04,12000000,87100449,122906
After,"Romance, Drama",2019-04-11,14000000,69497587,537915
Ocean's Eight,"Crime, Comedy, Action",2018-06-07,70000000,297718711,402900
"Crazy, Stupid, Love.","Comedy, Drama, Romance",2011-07-29,50000000,145079584,50646
The Conjuring 2,"Horror, Thriller",2016-06-08,40000000,321834351,259693
Spotlight,"Drama, History",2015-11-06,20000000,98690254,314365
Shaun of the Dead,"Horror, Comedy",2004-04-09,6100000,30097092,747
"The Good, the Bad and the Ugly",Western,1966-12-23,1200000,38900000,429
Argo,"Drama, Thriller",2012-10-11,44500000,232325503,68734
The Lost World: Jurassic Park,"Adventure, Action, Science Fiction",1997-05-23,73000000,618638999,330
Transformers: Dark of the Moon,"Action, Science Fiction, Adventure",2011-06-28,195000000,1123794079,38356
War of the Worlds,"Adventure, Thriller, Science Fiction",2005-06-28,132000000,603873119,74
Top Gun,"Romance, Drama, Action",1986-05-16,15000000,356830601,744
Source Code,"Thriller, Science Fiction, Mystery",2011-03-30,32000000,147332697,45612
The Suicide Squad,"Action, Comedy, Adventure",2021-07-28,185000000,168717425,436969
Ice Age: Dawn of the Dinosaurs,"Animation, Comedy, Family, Adventure",2009-06-26,90000000,886686817,8355
Twelve Monkeys,"Science Fiction, Thriller, Mystery",1995-12-29,29000000,168841459,63
The Jungle Book,"Family, Adventure, Drama, Fantasy",2016-04-07,175000000,966550600,278927
The Secret Life of Pets,"Adventure, Comedy, Animation, Family",2016-06-18,75000000,875457937,328111
Free Guy,"Comedy, Adventure, Science Fiction",2021-08-11,110000000,331526598,550988
12 Angry Men,Drama,1957-04-10,350000,1000000,389
Indiana Jones and the Kingdom of the Crystal Skull,"Adventure, Action",2008-05-21,185000000,786636033,217
Luca,"Animation, Comedy, Fantasy, Adventure, Family",2021-06-17,200000000,49750471,508943
Ghost in the Shell,"Science Fiction, Drama, Action",2017-03-29,110000000,169801921,315837
Transformers: Age of Extinction,"Science Fiction, Action, Adventure",2014-06-25,210000000,1104054072,91314
Fast Five,"Action, Thriller, Crime",2011-04-20,125000000,626137675,51497
Real Steel,"Action, Science Fiction, Drama",2011-09-28,110000000,299268508,39254
Bad Boys for Life,"Thriller, Action, Crime",2020-01-15,90000000,426505244,38700
Top Gun: Maverick,"Action, Drama",2022-05-24,170000000,1488732821,361743
Baywatch,"Comedy, Action, Crime",2017-05-25,69000000,177856751,339846
Sin City,"Thriller, Action, Crime",2005-04-01,40000000,158733820,187
The Help,Drama,2011-08-09,25000000,216639112,50014
Mission: Impossible - Fallout,"Action, Adventure",2018-07-13,178000000,791657398,353081
Fifty Shades Freed,"Drama, Romance",2018-01-17,55000000,368307760,337167
Snow White and the Huntsman,"Adventure, Fantasy, Drama",2012-05-30,170000000,396600000,58595
Eternals,"Science Fiction, Action, Adventure",2021-11-03,200000000,402064899,524434
Apocalypse Now,"Drama, War",1979-08-15,31500000,150000000,28
The Breakfast Club,"Comedy, Drama",1985-02-15,1000000,51525171,2108
22 Jump Street,"Crime, Comedy, Action",2014-06-05,50000000,331333876,187017
Sing,"Animation, Comedy, Family, Music",2016-11-23,75000000,634151679,335797
Chappie,"Crime, Action, Science Fiction",2015-03-04,49000000,104399548,198184
The Day After Tomorrow,"Action, Adventure, Science Fiction, Thriller",2004-05-26,125000000,552639571,435
The Simpsons Movie,"Animation, Comedy, Family",2007-07-25,75000000,527068851,35
Wonder,"Drama, Family",2017-11-13,20000000,305937718,406997
Friends with Benefits,"Romance, Comedy",2011-07-21,35000000,149542245,50544
Pride & Prejudice,"Drama, Romance",2005-09-16,28000000,121616555,4348
10 Things I Hate About You,"Comedy, Romance, Drama",1999-03-30,16000000,53478166,4951
Fantastic Four: Rise of the Silver Surfer,"Adventure, Fantasy, Action, Thriller",2007-06-13,130000000,301913131,1979
10 Cloverfield Lane,"Thriller, Science Fiction, Drama, Horror",2016-03-10,15000000,110216998,333371
Pretty Woman,"Comedy, Romance",1990-03-23,14000000,463406268,114
Assassin's Creed,"Action, Adventure, Science Fiction",2016-12-21,125000000,240697856,121856
Focus,"Romance, Comedy, Crime",2015-02-25,50100000,153962963,256591
Armageddon,"Action, Thriller, Science Fiction, Adventure",1998-07-01,140000000,553799566,95
Quantum of Solace,"Adventure, Action, Thriller, Crime",2008-10-29,200000000,589580482,10764
Tomb Raider,"Action, Adventure, Fantasy",2018-03-05,94000000,274650803,338970
The Little Mermaid,"Animation, Family, Fantasy",1989-11-17,40000000,211343479,10144
King Kong,"Adventure, Drama, Action",2005-12-12,207000000,562363449,254
The Cabin in the Woods,"Horror, Fantasy",2012-04-12,30000000,71041255,22970
Fargo,"Crime, Drama, Thriller",1996-03-08,7000000,60611975,275
Predator,"Science Fiction, Action, Adventure, Thriller",1987-06-12,15000000,98267558,106
Fifty Shades Darker,"Drama, Romance",2017-02-08,55000000,378827494,341174
Groundhog Day,"Romance, Fantasy, Drama, Comedy",1993-02-11,14600000,71074049,137
The Exorcist,Horror,1973-12-26,12000000,441405644,9552
The Terminal,"Comedy, Drama",2004-06-17,60000000,219417255,594
The Lego Movie,"Animation, Family, Adventure, Comedy, Fantasy",2014-02-06,60000000,469160692,137106
The Nice Guys,"Comedy, Crime, Action",2016-05-15,50000000,62788218,290250
Princess Mononoke,"Adventure, Fantasy, Animation",1997-07-12,23500000,169000000,128
Don't Look Up,"Science Fiction, Comedy, Drama",2021-12-07,75000000,791863,646380
The Expendables,"Thriller, Adventure, Action",2010-08-03,80000000,274470394,27578
Nocturnal Animals,"Drama, Thriller",2016-11-04,22500000,29252978,340666
Scott Pilgrim vs. the World,"Action, Comedy, Romance",2010-08-12,85000000,48000000,22538
Batman,"Fantasy, Action, Crime",1989-06-21,35000000,411348924,268
Maze Runner: The Death Cure,"Science Fiction, Action, Adventure, Thriller",2018-01-10,62000000,288175335,336843
Rocky,"Drama, Romance",1976-11-21,1000000,225250402,1366
The Bourne Ultimatum,"Action, Drama, Mystery, Thriller",2007-08-03,70000000,442824138,2503
American Pie,"Comedy, Romance",1999-07-09,11000000,235483004,2105
My Neighbor Totoro,"Fantasy, Animation, Family",1988-04-16,3700000,41000000,8392
Cars 2,"Animation, Family, Adventure, Comedy",2011-06-11,200000000,559852396,49013
The Secret Life of Walter Mitty,"Adventure, Comedy, Drama, Fantasy",2013-12-18,90000000,188133322,116745
Pixels,"Action, Comedy, Science Fiction",2015-07-16,88000000,244874809,257344
Ice Age: Continental Drift,"Animation, Comedy, Adventure, Family",2012-06-27,95000000,877244782,57800
BlacKkKlansman,"Comedy, Crime, Drama",2018-08-09,15000000,93411426,487558
The Meg,"Action, Science Fiction, Horror",2018-08-09,150000000,530517320,345940
127 Hours,"Adventure, Drama, Thriller",2010-11-12,18000000,35692920,44115
Blood Diamond,"Drama, Thriller, Action",2006-12-08,100000000,171720398,1372
Ralph Breaks the Internet,"Family, Animation, Comedy, Adventure",2018-11-20,175000000,529323962,404368
Valerian and the City of a Thousand Planets,"Adventure, Science Fiction, Action",2017-07-20,177200000,225973340,339964
The Bourne Supremacy,"Action, Drama, Thriller",2004-07-23,75000000,288500217,2502
Ford v Ferrari,"Drama, Action, History",2019-11-13,97600000,225508210,359724
Percy Jackson & the Olympians: The Lightning Thief,"Adventure, Fantasy, Family",2010-02-01,95000000,226497209,32657
Coraline,"Animation, Family, Fantasy",2009-02-05,60000000,124600000,14836
Creed,"Action, Drama",2015-11-25,37000000,173567581,312221
Hot Fuzz,"Crime, Action, Comedy",2007-02-14,12000000,80573774,4638
Don't Breathe,"Thriller, Horror",2016-06-08,9900000,159047649,300669
Ted 2,"Comedy, Fantasy",2015-06-25,68000000,215863606,214756
The Butterfly Effect,"Science Fiction, Thriller",2004-01-17,13000000,96060858,1954
Hereditary,"Horror, Mystery, Thriller",2018-06-07,10000000,82530552,493922
Snow White and the Seven Dwarfs,"Fantasy, Animation, Family",1937-12-21,1488423,184925486,408
Midnight in Paris,"Fantasy, Comedy, Romance",2011-05-11,17000000,151119219,59436
Hercules,"Animation, Family, Fantasy, Adventure, Comedy, Romance",1997-06-20,85000000,252712101,11970
American Hustle,"Drama, Crime",2013-12-03,40000000,251171807,168672
Life,"Horror, Science Fiction, Mystery, Thriller",2017-03-22,58000000,100541806,395992
Green Lantern,"Adventure, Action, Thriller, Science Fiction",2011-06-14,200000000,219851172,44912
2 Fast 2 Furious,"Action, Crime, Thriller",2003-06-05,76000000,236350661,584
Sausage Party,"Adventure, Animation, Comedy, Fantasy",2016-07-11,19000000,140705322,223702
Us,"Horror, Thriller, Mystery",2019-03-14,20000000,256067149,458723
Hugo,"Adventure, Drama, Family",2011-11-22,170000000,185770160,44826
Grease,"Romance, Comedy",1978-07-07,6000000,181813770,621
Dark Shadows,"Comedy, Fantasy",2012-05-09,150000000,245527149,62213
Shrek Forever After,"Comedy, Adventure, Fantasy, Animation, Family",2010-05-16,165000000,752600867,10192
The Super Mario Bros. Movie,"Animation, Family, Adventure, Fantasy, Comedy",2023-04-05,100000000,1355725263,502356
The Mummy,"Fantasy, Thriller, Action, Adventure, Horror",2017-06-06,125000000,409231607,282035
Juno,"Comedy, Drama, Romance",2007-12-05,7500000,232372681,7326
Lost in Translation,"Drama, Romance",2003-09-18,4000000,119723856,153
Ocean's Twelve,"Thriller, Crime",2004-12-09,110000000,362744280,163
City of God,"Drama, Crime",2002-08-30,3300000,30641770,598
Big Fish,"Adventure, Fantasy, Drama",2003-12-25,70000000,123218424,587
50 First Dates,"Comedy, Romance",2004-02-13,75000000,196482882,1824
Fast & Furious,"Action, Crime, Drama, Thriller",2009-04-02,85000000,363164265,13804
Train to Busan,"Horror, Thriller, Action, Adventure",2016-07-20,8500000,87547518,396535
8 Mile,"Drama, Music",2002-11-08,41000000,242875078,65
How the Grinch Stole Christmas,"Family, Comedy, Fantasy",2000-11-15,123000000,345823040,8871
Sully,"Drama, History",2016-09-07,60000000,240797623,363676
The Boss Baby,"Animation, Comedy, Family",2017-03-23,125000000,527965936,295693
Cinderella,"Romance, Fantasy, Family, Drama",2015-03-06,95000000,543514353,150689
